user_id,age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform
361,19,5.24,11.95,5.13,4.54,1.52,48.86,Low,TikTok
362,41,3.12,2.26,7.13,3.96,6.92,77.93,High,TikTok
363,37,5.97,11.0,8.73,3.15,8.15,97.82,Medium,TikTok
364,23,4.24,2.04,4.41,1.71,6.44,79.49,Low,Instagram Reels
365,23,0.91,5.64,4.55,5.55,2.81,61.22,Low,Instagram Reels
366,17,5.96,3.69,8.22,5.84,3.97,82.71,High,YouTube Shorts
367,33,2.74,9.57,4.55,4.03,8.25,48.59,Low,TikTok
368,30,2.08,2.51,4.2,9.78,4.89,74.8,High,Instagram Reels
369,30,3.57,7.53,5.74,6.01,3.3,68.17,Low,YouTube Shorts
370,17,2.17,4.95,6.33,9.0,9.39,61.6,Medium,YouTube Shorts
371,34,0.98,3.34,6.85,6.13,6.74,84.37,Low,Instagram Reels
372,38,0.51,9.72,6.54,2.71,8.25,47.11,High,YouTube Shorts
373,36,2.97,4.17,8.57,9.77,1.22,71.97,Medium,TikTok
374,38,5.1,4.24,7.84,8.97,4.05,91.26,Medium,YouTube Shorts
375,15,3.65,4.75,8.92,5.24,5.13,52.1,High,Instagram Reels
376,38,6.0,7.87,6.38,3.19,6.29,55.87,Medium,TikTok
377,34,2.08,8.6,4.42,3.0,2.71,79.64,Low,TikTok
378,25,2.04,2.18,8.78,8.25,5.48,86.36,Medium,TikTok
379,31,1.38,4.42,4.02,1.62,7.17,57.0,Medium,Instagram Reels
380,22,1.4,6.31,7.88,6.74,4.11,61.59,Medium,Instagram Reels
381,18,2.07,5.32,4.16,6.76,7.22,84.39,Low,YouTube Shorts
382,20,4.86,10.84,7.81,2.64,4.51,57.12,Medium,YouTube Shorts
383,22,5.48,9.88,8.69,7.34,5.23,79.97,Low,YouTube Shorts
384,34,5.86,8.26,5.95,7.35,2.21,49.53,Medium,YouTube Shorts
385,44,1.78,5.38,5.2,4.15,6.86,64.68,High,Instagram Reels
386,17,5.35,9.01,5.13,5.35,3.02,81.32,Low,YouTube Shorts
387,30,2.31,10.44,6.46,8.49,8.46,67.59,Low,Instagram Reels
388,44,1.12,7.95,4.85,5.71,5.98,41.15,Low,YouTube Shorts
389,39,5.29,9.84,7.36,6.56,6.04,64.38,Medium,TikTok
390,17,4.0,9.49,5.84,4.71,9.21,57.3,Low,YouTube Shorts
391,39,1.41,7.72,5.62,2.35,2.51,46.08,High,YouTube Shorts
392,43,2.86,5.12,6.31,9.98,5.77,40.55,High,Instagram Reels
393,32,2.08,9.46,6.71,5.78,4.44,42.73,Medium,YouTube Shorts
394,28,4.55,4.07,4.71,4.03,9.7,96.95,Low,Instagram Reels
395,32,2.99,9.79,7.54,7.42,8.13,84.99,Medium,Instagram Reels
396,16,5.94,10.05,8.41,6.59,7.82,96.38,High,YouTube Shorts
397,36,0.8,10.22,5.39,3.1,2.84,46.89,Medium,Instagram Reels
398,17,2.45,6.73,4.9,8.89,3.14,74.23,High,YouTube Shorts
399,30,3.15,3.92,7.8,1.64,1.26,45.0,High,Instagram Reels
400,43,3.27,3.0,4.92,6.45,6.75,41.61,Medium,Instagram Reels
401,23,2.24,9.43,4.21,5.3,4.34,67.98,High,TikTok
402,18,4.51,10.86,7.1,3.86,3.81,78.78,High,TikTok
403,15,5.31,8.51,5.2,8.44,6.73,43.81,High,Instagram Reels
404,18,5.66,3.44,4.86,6.91,8.46,61.9,Low,Instagram Reels
405,15,4.93,11.35,8.91,7.84,2.2,45.41,High,Instagram Reels
406,28,5.18,11.89,5.46,4.73,9.27,61.73,Medium,Instagram Reels
407,35,3.53,6.33,8.52,9.48,1.31,68.31,Low,YouTube Shorts
408,30,5.04,7.95,4.89,4.1,1.86,60.25,Low,YouTube Shorts
409,34,2.17,9.77,8.09,5.78,8.54,74.57,Medium,YouTube Shorts
410,38,2.69,9.36,6.51,9.4,5.43,75.08,High,TikTok
411,22,2.24,11.68,4.39,1.75,9.45,59.98,Medium,YouTube Shorts
412,21,3.07,3.15,7.67,1.98,5.15,63.38,Medium,Instagram Reels
413,17,2.07,7.81,8.46,9.95,9.34,66.46,High,TikTok
414,31,5.79,8.92,4.82,9.74,3.16,62.54,High,Instagram Reels
415,15,2.22,10.9,7.63,7.95,6.55,85.64,Low,YouTube Shorts
416,30,1.04,10.74,6.23,5.36,9.95,48.4,Low,TikTok
417,26,3.4,11.78,7.77,5.55,4.38,91.42,High,Instagram Reels
418,41,0.81,7.12,7.57,3.31,1.01,59.88,High,Instagram Reels
419,33,1.11,10.31,4.13,4.89,1.58,83.44,Medium,Instagram Reels
420,36,1.71,6.27,4.89,4.88,8.73,93.03,High,YouTube Shorts
421,37,3.05,6.22,6.36,1.32,5.43,93.25,High,YouTube Shorts
422,36,2.88,4.53,8.67,5.08,5.83,67.14,High,Instagram Reels
423,28,4.9,10.18,5.71,5.32,8.19,55.4,High,YouTube Shorts
424,44,4.57,11.86,7.14,6.99,8.3,76.35,High,Instagram Reels
425,20,2.84,4.56,4.06,5.65,5.3,51.04,Medium,Instagram Reels
426,20,2.34,2.56,7.56,8.76,8.72,87.44,High,YouTube Shorts
427,27,2.24,10.16,7.02,4.31,5.22,82.68,Medium,Instagram Reels
428,33,4.76,8.2,7.58,4.69,7.08,87.74,Medium,Instagram Reels
429,36,0.79,11.6,8.52,6.14,1.3,66.0,Low,Instagram Reels
430,22,0.57,4.52,4.73,2.82,2.24,73.45,Medium,Instagram Reels
431,41,4.88,2.71,5.31,4.54,8.66,46.16,Low,Instagram Reels
432,41,3.12,6.92,8.98,7.18,3.82,81.26,High,Instagram Reels
433,16,1.22,2.85,4.78,4.71,4.01,69.21,Low,TikTok
434,35,1.8,4.62,7.6,9.16,6.97,70.55,High,TikTok
435,44,5.63,3.26,7.63,6.54,6.33,90.82,High,Instagram Reels
436,15,5.23,4.24,7.41,2.38,1.74,86.34,Low,Instagram Reels
437,42,4.4,3.06,5.14,5.39,7.89,72.11,Medium,Instagram Reels
438,29,3.15,11.54,5.08,7.88,6.56,61.31,High,YouTube Shorts
439,15,3.36,4.79,7.33,6.79,8.7,66.79,Low,YouTube Shorts
440,19,5.86,6.44,4.93,8.97,5.82,61.05,Medium,TikTok
441,42,5.81,10.99,7.31,7.75,4.73,49.1,Medium,TikTok
442,43,1.68,8.77,6.46,1.55,4.34,78.75,High,TikTok
443,30,4.96,8.18,5.93,2.01,1.04,81.49,Medium,YouTube Shorts
444,33,1.58,9.06,5.5,6.85,1.36,98.27,Medium,TikTok
445,18,1.67,10.29,8.74,3.15,2.18,67.34,High,Instagram Reels
446,17,4.22,10.78,6.54,6.29,9.37,99.84,Medium,TikTok
447,31,2.73,8.43,6.81,8.13,8.93,51.23,Low,TikTok
448,31,5.62,10.9,8.75,6.19,5.47,79.4,Medium,Instagram Reels
449,26,0.99,7.35,7.27,4.74,2.62,99.69,Low,Instagram Reels
450,42,3.31,4.77,8.79,6.82,2.32,78.42,Medium,TikTok
451,44,5.55,10.8,4.53,2.29,3.31,67.14,High,YouTube Shorts
452,43,5.47,7.41,8.23,7.51,9.18,70.92,Medium,TikTok
453,28,1.36,11.06,5.68,7.27,5.69,90.73,Low,YouTube Shorts
454,35,2.52,2.4,8.05,5.63,8.24,96.35,Medium,YouTube Shorts
455,20,3.91,5.98,8.28,3.51,5.56,67.24,High,Instagram Reels
456,17,1.38,11.48,5.36,8.18,6.49,86.34,Medium,YouTube Shorts
457,42,5.82,4.5,6.04,5.59,6.49,96.02,Medium,TikTok
458,23,5.53,11.42,7.63,1.53,1.28,56.93,Low,YouTube Shorts
459,19,1.42,11.54,4.5,9.27,5.01,69.59,Medium,YouTube Shorts
460,38,1.17,10.82,7.78,7.91,8.78,99.73,Low,TikTok
461,43,0.97,7.64,4.55,6.26,5.4,61.21,High,Instagram Reels
462,31,5.5,8.47,8.57,4.93,4.92,77.18,Medium,YouTube Shorts
463,28,1.56,10.7,5.38,9.64,5.74,79.42,High,TikTok
464,35,2.79,9.76,6.88,7.98,4.43,49.25,High,YouTube Shorts
465,17,2.97,8.3,4.59,5.81,5.64,88.4,Low,YouTube Shorts
466,42,3.79,11.82,5.35,6.88,2.22,64.77,Medium,YouTube Shorts
467,15,0.89,8.86,6.02,3.53,9.71,70.02,Low,YouTube Shorts
468,34,1.75,11.75,6.44,2.76,1.31,78.57,Low,TikTok
469,43,5.62,2.57,4.0,3.46,5.35,64.63,Low,YouTube Shorts
470,35,5.5,3.39,8.44,3.64,2.89,59.5,Medium,TikTok
471,37,4.8,6.51,4.04,7.66,1.53,72.79,Low,Instagram Reels
472,15,0.61,5.85,7.87,2.26,6.87,60.81,High,Instagram Reels
473,17,2.3,9.83,6.35,8.0,9.87,66.05,Medium,Instagram Reels
474,32,3.95,3.61,6.62,5.71,7.75,46.5,High,TikTok
475,39,2.01,11.76,5.04,4.46,3.29,90.68,Low,TikTok
476,24,5.5,5.15,7.04,3.7,5.44,64.7,Low,TikTok
477,36,3.99,6.29,6.69,5.62,1.45,44.97,High,Instagram Reels
478,40,0.9,4.75,4.82,3.86,5.79,87.4,High,YouTube Shorts
479,17,5.5,7.79,5.19,4.87,1.9,41.18,Low,TikTok
480,22,5.77,2.59,4.33,7.65,8.15,75.96,Medium,Instagram Reels
481,28,0.93,3.5,4.33,6.63,1.51,82.16,Medium,TikTok
482,38,3.43,9.46,4.07,7.73,1.08,51.47,Low,TikTok
483,32,2.17,3.87,5.1,7.42,8.75,47.88,Low,Instagram Reels
484,29,2.66,4.36,7.4,8.34,9.48,46.83,High,TikTok
485,36,1.49,9.93,5.58,2.82,1.78,99.6,High,TikTok
486,37,3.68,2.93,5.71,9.96,3.51,85.31,Low,TikTok
487,16,5.77,6.37,4.66,5.28,7.68,58.76,Low,Instagram Reels
488,41,3.27,2.23,6.88,7.46,5.86,60.13,Low,Instagram Reels
489,24,0.96,5.47,5.71,7.1,9.54,78.92,High,TikTok
490,16,3.91,8.99,7.38,6.1,4.5,67.46,Low,Instagram Reels
491,40,2.37,2.9,7.71,9.96,1.03,56.28,Low,TikTok
492,31,5.21,10.88,6.92,2.96,1.18,43.43,High,TikTok
493,22,2.89,11.09,5.38,4.8,6.08,87.03,High,TikTok
494,15,1.56,3.05,6.54,2.15,7.77,93.29,Medium,TikTok
495,23,1.55,11.91,5.26,2.64,8.12,52.36,High,YouTube Shorts
496,25,4.73,4.98,8.51,7.42,9.2,43.8,Medium,YouTube Shorts
497,36,1.96,2.84,7.83,1.04,3.06,47.12,Medium,TikTok
498,30,4.72,2.05,6.47,9.01,7.65,64.86,Low,TikTok
499,21,1.63,6.09,8.83,6.7,8.44,57.96,Low,Instagram Reels
500,43,2.27,8.3,6.73,4.97,8.53,44.41,High,TikTok
501,24,3.06,5.32,5.64,3.98,4.7,67.29,Low,Instagram Reels
502,37,5.69,10.37,4.48,2.14,6.63,52.24,High,YouTube Shorts
503,40,5.62,9.17,6.72,9.29,5.96,44.02,Low,YouTube Shorts
504,17,1.64,5.5,8.3,7.41,6.38,79.48,Medium,Instagram Reels
505,32,2.47,9.34,8.33,4.03,3.54,74.35,Medium,TikTok
506,39,1.32,11.4,7.02,1.64,7.15,89.58,Low,Instagram Reels
507,38,3.3,2.93,5.97,3.93,7.39,58.14,High,YouTube Shorts
508,27,3.03,5.06,7.25,2.66,2.76,48.15,Medium,TikTok
509,42,5.45,6.63,7.81,8.08,4.99,61.61,Low,TikTok
510,40,5.62,6.98,6.06,7.48,4.8,86.72,High,TikTok
511,21,2.61,7.42,6.38,5.48,7.74,54.5,Low,YouTube Shorts
512,39,3.2,5.01,7.4,8.97,7.0,55.3,High,TikTok
513,18,5.43,8.67,8.38,2.63,5.29,48.86,High,YouTube Shorts
514,27,4.94,8.45,7.96,5.07,6.87,99.19,Medium,YouTube Shorts
515,34,0.52,7.78,4.11,7.4,3.37,98.04,Low,YouTube Shorts
516,15,2.26,3.14,4.62,1.61,3.09,79.48,Medium,Instagram Reels
517,22,2.82,6.77,8.26,4.35,3.16,52.89,Medium,YouTube Shorts
518,28,1.76,5.56,8.17,6.14,1.27,85.99,Medium,YouTube Shorts
519,30,1.6,6.91,5.94,4.3,7.22,75.04,High,Instagram Reels
520,28,0.71,11.22,6.92,5.32,9.87,84.97,Medium,TikTok
521,26,4.04,6.81,8.53,6.47,3.78,91.62,Medium,Instagram Reels
522,33,1.94,2.14,8.56,4.32,9.37,59.11,Low,TikTok
523,37,0.79,6.39,7.92,1.95,6.46,94.82,Medium,Instagram Reels
524,29,1.77,10.21,5.05,2.26,3.02,93.91,Low,TikTok
525,42,4.91,9.8,7.65,5.74,1.11,72.83,Medium,Instagram Reels
526,16,5.18,7.13,4.51,2.57,7.51,81.07,High,Instagram Reels
527,16,3.16,4.5,8.47,9.01,7.27,64.66,High,YouTube Shorts
528,37,2.79,6.65,4.75,8.51,3.06,79.31,Low,TikTok
529,36,5.88,7.64,7.31,4.14,3.99,72.94,Low,Instagram Reels
530,33,1.6,12.0,7.05,8.48,9.08,59.37,Medium,Instagram Reels
531,39,1.68,8.44,7.88,5.8,2.42,59.37,High,TikTok
532,40,2.11,8.94,6.76,2.43,8.52,79.1,High,Instagram Reels
533,44,1.45,6.91,4.3,6.53,2.52,97.4,Low,Instagram Reels
534,43,2.59,5.54,7.53,7.12,5.34,52.09,Medium,YouTube Shorts
535,36,5.51,10.13,5.92,1.76,5.49,63.55,High,YouTube Shorts
536,40,3.88,6.95,5.6,3.83,5.25,88.34,Low,TikTok
537,40,2.77,11.95,8.96,1.05,3.59,47.38,Medium,TikTok
538,36,5.64,6.57,6.95,3.85,3.28,99.65,Low,YouTube Shorts
539,31,0.77,2.68,7.55,4.02,7.6,80.69,Medium,Instagram Reels
540,34,1.66,8.83,6.63,6.67,3.48,94.65,High,Instagram Reels
541,24,3.61,2.47,7.85,2.79,6.49,90.28,Low,YouTube Shorts
542,20,3.89,4.51,7.76,1.27,8.62,86.63,High,Instagram Reels
543,29,0.72,5.54,7.29,3.84,8.53,41.97,Low,TikTok
544,36,2.72,9.39,8.99,8.43,2.5,64.39,Low,YouTube Shorts
545,25,4.07,6.94,6.3,4.59,6.89,52.11,High,Instagram Reels
546,42,4.34,2.29,7.53,4.74,6.42,92.28,Low,Instagram Reels
547,19,4.01,8.17,7.99,5.22,3.54,80.82,Medium,TikTok
548,15,2.26,6.11,5.88,7.77,4.52,46.42,Medium,TikTok
549,22,1.01,11.22,6.29,5.32,3.57,61.58,Medium,TikTok
550,35,2.85,7.0,8.85,1.82,5.83,44.16,Low,TikTok
551,42,1.21,9.09,4.16,2.86,8.23,84.4,Low,YouTube Shorts
552,26,5.71,4.19,5.68,2.69,8.9,65.1,Low,YouTube Shorts
553,26,3.11,9.61,6.43,5.57,7.51,54.06,High,YouTube Shorts
554,19,2.24,9.21,4.01,1.27,5.35,71.06,Low,Instagram Reels
555,21,4.71,11.04,8.5,3.55,9.62,42.52,Low,Instagram Reels
556,18,3.24,2.34,5.43,6.46,6.07,55.44,High,Instagram Reels
557,20,2.21,6.48,5.29,4.19,5.31,50.52,Low,Instagram Reels
558,27,4.97,8.79,8.1,7.37,8.71,95.84,High,Instagram Reels
559,34,5.27,2.95,5.39,4.52,2.66,62.63,High,YouTube Shorts
560,44,4.2,6.11,7.29,9.81,2.42,75.07,High,TikTok
561,29,0.76,11.42,8.11,9.69,8.04,70.18,High,YouTube Shorts
562,17,3.61,6.36,7.96,8.2,8.84,79.55,High,TikTok
563,37,4.7,11.85,7.91,9.59,1.65,56.75,Medium,TikTok
564,22,1.25,2.57,4.44,2.84,7.88,47.25,Medium,YouTube Shorts
565,34,1.76,9.18,4.4,7.76,4.82,44.89,Low,TikTok
566,30,5.35,7.81,5.53,3.89,7.33,51.6,Low,TikTok
567,27,0.61,7.01,4.18,7.53,2.21,68.97,Low,Instagram Reels
568,32,4.64,11.71,6.5,4.37,9.76,54.16,Low,Instagram Reels
569,42,3.11,3.3,5.97,3.6,8.93,66.04,Low,TikTok
570,24,2.96,10.96,6.79,9.63,4.65,41.76,High,TikTok
571,44,0.54,8.91,5.49,2.89,9.04,77.65,Medium,TikTok
572,33,5.01,4.59,6.43,7.83,9.05,92.69,Medium,YouTube Shorts
573,31,2.48,11.02,5.67,7.07,5.15,42.86,Medium,TikTok
574,38,3.47,6.29,4.98,3.73,9.52,53.08,High,TikTok
575,33,4.23,10.14,7.25,5.13,9.79,59.07,Medium,Instagram Reels
576,42,4.36,5.89,7.37,2.29,2.95,57.23,High,TikTok
577,40,5.76,10.51,8.15,9.29,1.6,42.42,Medium,TikTok
578,37,3.42,8.37,8.37,9.71,3.98,46.39,High,Instagram Reels
579,40,2.7,3.41,7.52,7.59,5.4,94.75,Low,TikTok
580,19,5.75,8.5,7.44,8.64,1.83,82.68,Low,TikTok
581,40,4.03,3.91,4.28,1.74,2.27,97.51,High,YouTube Shorts
582,35,2.14,6.12,4.55,4.46,9.75,66.43,High,TikTok
583,44,1.2,3.7,8.06,3.98,7.64,92.74,High,Instagram Reels
584,37,5.13,2.22,5.16,6.08,8.87,88.99,Medium,TikTok
585,23,2.49,4.12,5.78,2.65,9.74,92.5,Low,TikTok
586,26,4.13,7.36,4.73,6.07,4.4,42.35,Medium,TikTok
587,35,3.09,6.82,4.98,6.89,7.19,79.15,Low,TikTok
588,15,1.59,7.01,7.88,2.19,2.66,74.0,Medium,Instagram Reels
589,40,3.81,4.48,5.31,2.19,5.97,72.71,Medium,Instagram Reels
590,40,0.83,8.85,6.25,1.32,2.89,70.26,High,TikTok
591,15,2.77,9.04,4.76,7.85,2.44,87.76,Low,TikTok
592,29,3.51,5.58,7.39,3.98,1.89,98.08,Medium,Instagram Reels
593,16,2.9,10.81,7.64,3.03,6.22,89.74,High,YouTube Shorts
594,44,4.62,8.44,5.81,8.0,9.55,92.22,High,TikTok
595,36,5.05,9.13,7.92,2.29,2.1,69.03,High,TikTok
596,30,4.74,4.77,5.2,4.84,5.52,81.44,High,Instagram Reels
597,39,0.71,2.01,7.46,7.7,7.18,64.93,Medium,TikTok
598,22,1.57,10.65,7.65,6.16,5.46,61.62,Medium,TikTok
599,27,3.45,10.22,8.84,5.99,9.21,93.72,Low,TikTok
600,35,5.64,3.23,5.16,2.42,2.5,94.31,Medium,TikTok
601,15,5.09,5.74,4.47,2.63,1.22,80.93,High,Instagram Reels
602,30,5.13,8.61,5.32,6.24,4.45,90.27,Low,TikTok
603,43,2.17,8.52,4.61,1.21,6.0,61.62,Low,YouTube Shorts
604,21,2.86,10.6,4.85,8.82,3.29,66.03,Medium,Instagram Reels
605,19,3.09,3.4,5.67,4.15,2.52,89.26,Low,Instagram Reels
606,36,1.37,6.3,6.07,4.75,8.24,63.88,Medium,YouTube Shorts
607,43,0.67,2.97,8.52,3.33,2.7,42.4,High,YouTube Shorts
608,37,5.71,5.9,4.98,8.89,4.98,61.2,High,TikTok
609,17,1.82,2.15,8.86,6.78,9.59,63.89,Medium,YouTube Shorts
610,26,1.82,10.98,8.05,5.05,6.51,49.28,High,TikTok
611,40,0.96,7.27,8.41,6.27,5.48,60.65,Medium,TikTok
612,30,5.61,10.5,8.65,4.42,4.24,96.07,Medium,TikTok
613,33,3.69,2.6,7.77,5.19,5.68,91.51,High,Instagram Reels
614,19,4.17,4.27,7.94,4.22,7.61,66.76,High,TikTok
615,36,5.51,4.59,6.19,4.7,8.4,82.59,Low,TikTok
616,39,2.4,5.87,6.55,3.83,6.85,49.11,High,Instagram Reels
617,43,3.92,10.03,8.66,1.7,8.11,85.15,High,TikTok
618,28,0.71,5.87,5.89,1.34,1.8,68.55,Medium,Instagram Reels
619,42,1.53,4.05,4.21,2.57,1.13,83.35,Medium,Instagram Reels
620,19,5.07,2.65,7.81,3.26,7.61,78.64,High,TikTok
621,29,4.72,2.79,6.87,9.01,3.36,53.97,Low,TikTok
622,31,2.43,9.6,8.07,6.5,8.9,90.08,Medium,TikTok
623,44,2.57,6.45,4.38,9.62,5.82,74.33,Medium,Instagram Reels
624,28,3.43,9.26,7.11,4.06,5.31,87.05,High,YouTube Shorts
625,44,0.5,8.82,5.24,4.62,7.96,45.64,High,Instagram Reels
626,34,1.83,3.35,8.52,7.48,7.67,76.92,High,YouTube Shorts
627,19,1.65,3.43,4.55,6.2,7.34,57.51,High,YouTube Shorts
628,26,1.88,9.55,8.22,5.75,7.21,91.65,High,TikTok
629,30,4.93,9.21,4.44,6.18,5.64,96.97,Low,Instagram Reels
630,40,2.04,5.78,4.13,6.26,9.34,43.35,Medium,Instagram Reels
631,40,1.55,2.77,5.18,7.89,9.02,83.46,Low,Instagram Reels
632,30,3.27,2.12,5.67,7.01,3.96,46.18,Low,Instagram Reels
633,35,5.26,4.88,7.13,9.62,8.24,91.45,High,YouTube Shorts
634,21,1.83,2.09,4.66,9.53,9.02,47.47,Medium,TikTok
635,18,0.93,4.3,6.19,4.8,6.56,51.7,High,YouTube Shorts
636,15,2.46,6.2,5.02,1.32,6.0,55.1,Low,YouTube Shorts
637,44,4.61,3.21,8.28,1.1,7.05,83.67,Medium,YouTube Shorts
638,44,3.53,3.04,4.22,2.11,2.47,57.55,Medium,Instagram Reels
639,19,4.99,10.96,5.78,1.67,1.79,75.77,High,YouTube Shorts
640,37,5.78,7.85,7.16,4.36,8.38,74.32,Low,Instagram Reels
641,40,4.86,11.34,8.57,1.48,6.16,64.14,High,Instagram Reels
642,24,3.82,5.46,8.34,6.62,2.1,72.37,Medium,Instagram Reels
643,36,3.21,8.77,8.48,2.71,4.75,47.09,High,Instagram Reels
644,19,0.72,4.05,4.31,5.63,3.68,92.57,Medium,YouTube Shorts
645,18,5.91,8.18,8.2,1.93,8.88,52.42,High,YouTube Shorts
646,16,2.61,3.3,7.9,8.45,5.56,92.81,Low,Instagram Reels
647,34,1.34,2.02,8.51,8.02,6.2,71.12,Low,TikTok
648,24,4.17,11.32,5.56,4.48,3.12,76.84,High,Instagram Reels
649,40,2.06,7.55,8.56,9.2,8.19,55.44,Low,YouTube Shorts
650,33,3.72,11.27,6.01,2.67,9.37,53.34,High,Instagram Reels
651,40,3.73,5.34,7.17,8.33,8.13,69.44,Medium,YouTube Shorts
652,15,2.95,5.28,6.12,5.91,5.44,56.04,Low,YouTube Shorts
653,38,5.1,6.01,6.14,3.97,8.52,65.39,Low,TikTok
654,19,1.96,9.06,6.73,1.76,2.69,66.41,Low,YouTube Shorts
655,27,2.97,7.66,5.78,2.54,2.02,56.26,Medium,Instagram Reels
656,18,3.46,11.25,7.96,8.77,4.94,57.5,Low,YouTube Shorts
657,30,4.15,2.25,7.17,6.46,2.63,98.37,Low,Instagram Reels
658,38,4.81,9.08,7.45,3.13,3.33,75.25,High,TikTok
659,30,2.67,5.3,5.16,5.46,6.27,89.91,High,TikTok
660,37,4.05,3.8,8.85,1.97,4.64,42.74,Medium,YouTube Shorts
661,16,1.33,7.1,7.3,1.89,8.79,40.12,Medium,TikTok
662,31,5.63,7.05,4.99,9.17,3.03,71.15,High,YouTube Shorts
663,42,2.61,3.37,7.75,5.12,9.97,89.61,Low,TikTok
664,41,4.51,4.02,4.87,4.25,4.23,76.66,High,YouTube Shorts
665,34,0.61,6.08,4.32,9.54,5.64,77.13,High,YouTube Shorts
666,38,1.63,6.09,6.64,4.59,2.19,48.36,Medium,Instagram Reels
667,26,3.18,5.18,6.77,4.03,6.21,98.71,Medium,YouTube Shorts
668,32,5.33,3.49,4.94,3.46,9.65,71.78,Low,Instagram Reels
669,17,3.4,2.04,5.74,6.09,7.74,46.16,High,YouTube Shorts
670,42,5.61,11.7,8.73,6.03,3.2,64.85,Low,YouTube Shorts
671,15,3.16,11.43,5.43,1.15,4.98,44.32,Medium,YouTube Shorts
672,15,3.2,6.84,4.78,6.89,4.83,65.09,Medium,TikTok
673,43,1.16,11.95,8.96,8.09,1.88,82.69,Medium,TikTok
674,33,4.91,8.74,5.51,6.54,8.97,59.41,Low,YouTube Shorts
675,25,1.86,2.69,7.4,8.83,4.43,58.79,Low,TikTok
676,19,5.45,3.18,5.16,3.49,5.45,70.86,High,YouTube Shorts
677,26,5.51,11.16,6.75,2.73,3.62,69.91,Medium,Instagram Reels
678,17,5.69,8.3,5.93,7.28,2.37,68.03,High,Instagram Reels
679,15,3.36,10.43,8.81,2.7,9.12,71.01,Medium,YouTube Shorts
680,15,4.22,10.98,6.16,1.82,1.34,42.88,High,Instagram Reels
681,22,4.78,6.48,6.92,1.87,4.6,68.46,Medium,Instagram Reels
682,24,1.22,2.49,8.72,7.92,7.58,99.52,High,TikTok
683,25,3.81,3.88,8.95,1.26,3.78,85.86,Low,Instagram Reels
684,26,0.69,2.67,4.51,3.61,5.01,57.25,Low,YouTube Shorts
685,43,3.24,3.89,8.17,2.16,6.08,80.66,High,TikTok
686,27,1.35,6.11,5.91,7.79,9.96,59.79,Medium,YouTube Shorts
687,26,1.51,3.18,6.97,5.53,7.82,51.49,Low,YouTube Shorts
688,28,2.51,3.67,5.88,2.85,9.7,86.41,High,YouTube Shorts
689,16,2.88,6.46,6.01,7.75,7.24,52.58,Low,Instagram Reels
690,43,3.93,5.4,4.79,7.75,3.42,91.52,High,Instagram Reels
691,33,0.91,6.68,6.86,5.71,3.59,62.82,High,TikTok
692,32,3.27,6.29,6.73,3.48,8.4,85.41,Low,YouTube Shorts
693,17,1.5,8.44,4.95,6.28,4.85,55.58,Low,Instagram Reels
694,37,3.66,11.37,6.71,9.4,4.33,79.16,High,YouTube Shorts
695,31,4.01,3.08,8.87,1.46,9.51,52.75,High,Instagram Reels
696,40,3.56,2.99,7.57,3.4,1.12,41.31,High,YouTube Shorts
697,22,4.56,10.53,6.4,3.56,5.72,88.88,High,YouTube Shorts
698,43,2.35,7.06,8.58,6.69,7.98,91.37,High,YouTube Shorts
699,40,4.71,9.66,6.88,6.86,7.63,92.83,Low,Instagram Reels
700,24,2.88,4.15,4.68,2.86,4.31,42.18,Medium,Instagram Reels
701,40,3.16,10.29,6.74,2.94,5.82,85.66,High,Instagram Reels
702,44,4.06,11.24,4.9,9.35,1.05,90.15,Medium,Instagram Reels
703,16,0.6,8.35,7.84,7.81,5.81,58.7,Medium,TikTok
704,33,4.1,3.06,8.84,9.41,6.31,68.23,Medium,YouTube Shorts
705,23,3.9,10.95,5.8,8.47,8.87,64.47,High,Instagram Reels
706,21,2.2,9.92,6.17,4.62,2.9,66.41,Low,Instagram Reels
707,18,0.97,9.51,6.11,2.1,8.43,90.8,Medium,YouTube Shorts
708,40,1.0,2.37,5.43,6.67,7.46,65.07,High,YouTube Shorts
709,35,5.58,9.99,7.97,4.17,6.99,58.14,Low,YouTube Shorts
710,32,4.29,3.38,7.09,4.83,4.55,47.82,Low,Instagram Reels
711,27,1.2,4.22,4.32,4.83,4.31,80.49,Medium,TikTok
712,25,2.46,7.77,8.19,9.43,7.33,45.05,Medium,TikTok
713,43,3.76,4.65,4.94,1.62,9.91,43.67,Medium,TikTok
714,38,5.1,8.61,8.9,2.74,4.65,80.89,Low,TikTok
715,18,0.74,8.08,5.88,6.47,9.27,81.66,Low,YouTube Shorts
716,39,1.8,3.08,7.08,8.95,6.28,51.94,Low,TikTok
717,35,5.39,8.56,4.39,9.26,8.81,97.43,Medium,TikTok
718,43,0.55,11.24,5.72,6.03,2.95,87.27,Medium,TikTok
719,39,1.61,3.61,8.01,1.31,7.86,81.19,High,TikTok
720,18,5.77,7.97,6.39,4.27,8.51,85.26,High,YouTube Shorts
721,24,3.87,5.42,8.52,9.27,8.49,64.71,Medium,YouTube Shorts
722,19,1.94,6.6,6.88,5.5,8.06,67.34,Low,Instagram Reels
723,23,0.87,4.87,8.64,7.54,3.74,92.21,Low,YouTube Shorts
724,38,0.66,5.54,8.91,3.42,5.7,41.53,Medium,TikTok
